sg_uf;nm_municipio;ds_cargo;nr_candidato;nm_candidato;sg_partido;ds_composicao_coligacao;ds_sit_tot_turno;cd_cargo;nm_regiao;qt_votos_nom_validos;nm_mun_clean;geocodigo
TO;BURITI DO TOCANTINS;Prefeito;10;LUCILENE GOMES DE BRITO ALMEIDA;REPUBLICANOS;REPUBLICANOS / PP / UNIÃO / PL;Eleito;11;NORTE;4131;BURITI DO TOCANTINS;1703800.0
SP;MACEDÔNIA;Prefeito;11;LUCILENE CABREIRA GARCIA MARSOLA;PP;PP / MDB / UNIÃO;Não eleito;11;SUDESTE;1559;MACEDÔNIA;3528205.0
AL;CAJUEIRO;Prefeito;15;LUCILA RÉGIA ALBUQUERQUE TOLEDO;MDB;MDB;Eleito;11;NORDESTE;5969;CAJUEIRO;2701308.0
RS;BOM JESUS;Prefeito;15;LUCILA MAGGI MORAIS CUNHA;MDB;PDT / MDB;Não eleito;11;SUL;3502;BOM JESUS;4302303.0
GO;MOZARLÂNDIA;Prefeito;15;LUCIJANE FREIRES ALENCAR CARLOS DA SILVA;MDB;PP / MDB / AGIR / PSD;Eleito;11;CENTRO-OESTE;3379;MOZARLÂNDIA;5214002.0
MG;CAMACHO;Prefeito;77;LUCIENIO DIVINO DE MOURA;SOLIDARIEDADE;SOLIDARIEDADE;Não eleito;11;SUDESTE;248;CAMACHO;3110400.0
TO;JAÚ DO TOCANTINS;Prefeito;55;LUCIENE LOURENÇO DE ARAUJO;PSD;AVANTE / PRD / PSD;Eleito;11;NORTE;1510;JAÚ DO TOCANTINS;1711506.0
AP;FERREIRA GOMES;Prefeito;25;LUCIENE DE OLIVEIRA CAMPOS;PRD;PRD;Não eleito;11;NORTE;530;FERREIRA GOMES;1600238.0
MS;RIBAS DO RIO PARDO;Prefeito;50;LUCIEN ROBERTO GARCIA DE REZENDE;PSOL;Federação PSOL REDE (PSOL / REDE);Não eleito;11;CENTRO-OESTE;57;RIBAS DO RIO PARDO;5007109.0
MG;BIQUINHAS;Prefeito;18;LUCIEN DONIZETE DO AMARAL;REDE;Federação PSOL REDE (PSOL / REDE);Não eleito;11;SUDESTE;360;BIQUINHAS;3107000.0
PI;NAZARÉ DO PIAUÍ;Prefeito;15;LUCIELIO GOMES DE SOUSA;MDB;MDB / SOLIDARIEDADE;Não eleito;11;NORDESTE;2507;NAZARÉ DO PIAUÍ;
MG;PARAOPEBA;Prefeito;10;LUCIDIO IUSTAQUIO PIO;REPUBLICANOS;REPUBLICANOS / MOBILIZA;Não eleito;11;SUDESTE;4838;PARAOPEBA;3147402.0
PA;JURUTI;Prefeito;15;LUCIDIA BENITAH DE ABREU BATISTA;MDB;MDB / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / PP / PSD;Eleito;11;NORTE;16646;JURUTI;1503903.0
SP;ITAPEVA;Prefeito;44;LUCICLÉIA DE SIQUEIRA RODRIGUES SCHREINER;UNIÃO;PDT / DC / UNIÃO / SOLIDARIEDADE / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;SUDESTE;3094;ITAPEVA;3522406.0
PE;CUSTÓDIA;Prefeito;40;LUCIARA FRAZÃO DE LIMA;PSB;PSB / PP / UNIÃO / REPUBLICANOS / SOLIDARIEDADE;Não eleito;11;NORDESTE;9095;CUSTÓDIA;2605103.0
RS;CANGUÇU;Prefeito;45;LUCIANO ZANETTI BERTINETTI;PSDB;Federação PSDB CIDADANIA (PSDB / CIDADANIA) / PSD;Não eleito;11;SUL;4410;CANGUÇU;4304507.0
PE;INGAZEIRA;Prefeito;40;LUCIANO TORRES MARTINS;PSB;PSB / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Eleito;11;NORDESTE;2875;INGAZEIRA;2607109.0
RS;PORTO ALEGRE;Prefeito;80;LUCIANO SCHAFER;UP;UP;Não eleito;11;SUL;1476;PORTO ALEGRE;4314902.0
SP;PIRACICABA;Prefeito;11;LUCIANO SANTOS TAVARES DE ALMEIDA;PP;PP;Não eleito;11;SUDESTE;5017;PIRACICABA;3538709.0
SC;TREVISO;Prefeito;15;LUCIANO RUBENS MIOTELLI;MDB;MDB / REPUBLICANOS;Eleito;11;SUL;1829;TREVISO;4218350.0
ES;AFONSO CLÁUDIO;Prefeito;11;LUCIANO RONCETTI PIMENTA;PP;PP / PDT / MDB / PSB;Eleito;11;SUDESTE;8706;AFONSO CLÁUDIO;3200102.0
RS;SAPUCAIA DO SUL;Prefeito;13;LUCIANO RODRIGUES;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;SUL;5213;SAPUCAIA DO SUL;4320008.0
ES;VARGEM ALTA;Prefeito;22;LUCIANO QUINTINO;PL;PL / AGIR;Não eleito;11;SUDESTE;3885;VARGEM ALTA;3205036.0
SP;APIAÍ;Prefeito;45;LUCIANO POLACZEK NETO;PSDB;PODE / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / AVANTE;Não eleito;11;SUDESTE;495;APIAÍ;
RS;ARROIO DO SAL;Prefeito;10;LUCIANO PINTO DA SILVA;REPUBLICANOS;REPUBLICANOS / PP;Eleito;11;SUL;2487;ARROIO DO SAL;4301057.0
SP;FARTURA;Prefeito;45;LUCIANO PERES;PSDB;Federação PSDB CIDADANIA (PSDB / CIDADANIA) / PL;Não eleito;11;SUDESTE;4047;FARTURA;3515400.0
PE;PARANATAMA;Prefeito;55;LUCIANO PEREIRA DE BRITO;PSD;PSB / UNIÃO / PSD / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Não eleito;11;NORDESTE;4674;PARANATAMA;2610301.0
TO;SANTA RITA DO TOCANTINS;Prefeito;12;LUCIANO PEREIRA DA COSTA;PDT;PDT / AGIR / REPUBLICANOS / UNIÃO / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Eleito;11;NORTE;1781;SANTA RITA DO TOCANTINS;1718899.0
SC;PALHOÇA;Prefeito;55;LUCIANO PEREIRA;PSD;PRD / PMB / UNIÃO / PSD;Não eleito;11;SUL;39218;PALHOÇA;4211900.0
BA;MACAJUBA;Prefeito;55;LUCIANO PAMPONET DE SOUSA;PSD;PSD / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Eleito;11;NORDESTE;4947;MACAJUBA;2919603.0
BA;TAPIRAMUTÁ;Prefeito;11;LUCIANO NERY MARQUES;PP;PP / MDB / UNIÃO;Não eleito;11;NORDESTE;4086;TAPIRAMUTÁ;
RJ;PINHEIRAL;Prefeito;11;LUCIANO MUNIZ FERNANDES;PP;PP / PODE / PRD / AGIR / UNIÃO / SOLIDARIEDADE;Eleito;11;SUDESTE;6366;PINHEIRAL;3303955.0
PR;VENTANIA;Prefeito;23;LUCIANO MARCIO DE ASSIS;CIDADANIA;Federação PSDB CIDADANIA (PSDB / CIDADANIA);Não eleito;11;SUL;605;VENTANIA;4128534.0
ES;GUAÇUÍ;Prefeito;40;LUCIANO MANOEL MACHADO;PSB;PSB / PDT / MOBILIZA / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / UNIÃO;Não eleito;11;SUDESTE;3527;GUAÇUÍ;
ES;AFONSO CLÁUDIO;Prefeito;50;LUCIANO MAGESKI FILHO;PSOL;Federação PSOL REDE (PSOL / REDE);Não eleito;11;SUDESTE;210;AFONSO CLÁUDIO;3200102.0
PR;UMUARAMA;Prefeito;13;LUCIANO MACHADO;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;SUL;2199;UMUARAMA;4128104.0
RS;ARROIO DOS RATOS;Prefeito;40;LUCIANO LEITES ROCHA;PSB;PSB / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Não eleito;11;SUL;1736;ARROIO DOS RATOS;4301107.0
RS;PICADA CAFÉ;Prefeito;44;LUCIANO KLEIN;UNIÃO;UNIÃO;Não eleito;11;SUL;1049;PICADA CAFÉ;
RS;ENCANTADO;Prefeito;13;LUCIANO JOSÉ MORESCO;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;SUL;868;ENCANTADO;4306809.0
MG;CARANDAÍ;Prefeito;55;LUCIANO JOSÉ DE OLIVEIRA;PSD;REPUBLICANOS / PP / PSD;Não eleito;11;SUDESTE;2564;CARANDAÍ;
SP;TAQUARITINGA;Prefeito;55;LUCIANO JOSE DE AZEVEDO;PSD;PSD / REPUBLICANOS / PP / PSB / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Não eleito;11;SUDESTE;3811;TAQUARITINGA;3553708.0
MT;IPIRANGA DO NORTE;Prefeito;22;JULIANO BERTICELLI;PL;REPUBLICANOS / PODE / PL;Eleito;11;CENTRO-OESTE;2816;IPIRANGA DO NORTE;5104526.0
RJ;ENGENHEIRO PAULO DE FRONTIN;Prefeito;11;LUCIANO HENRIQUE PEREIRA;PP;PP / PMB;Não eleito;11;SUDESTE;0;ENGENHEIRO PAULO DE FRONTIN;3301801.0
SP;LINDÓIA;Prefeito;15;LUCIANO FRANCISCO DE GODOI LOPES;MDB;PP / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / UNIÃO / MDB;Eleito;11;SUDESTE;3535;LINDÓIA;3527009.0
PI;BERTOLÍNIA;Prefeito;13;LUCIANO FONSECA DE SOUSA;PT;MDB / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;NORDESTE;1903;BERTOLÍNIA;2201705.0
PE;CABO DE SANTO AGOSTINHO;Prefeito;25;LUCIANO FLAVIO DE OLIVEIRA;PRD;PRD;Não eleito;11;NORDESTE;1372;CABO DE SANTO AGOSTINHO;2602902.0
MG;LUMINÁRIAS;Prefeito;25;LUCIANO FERREIRA DA SILVA;PRD;PDT / PRD;Não eleito;11;SUDESTE;972;LUMINÁRIAS;3138708.0
MG;SÃO JOSÉ DA VARGINHA;Prefeito;40;LUCIANO FERREIRA DA SILVA;PSB;PSB;Não eleito;11;SUDESTE;459;SÃO JOSÉ DA VARGINHA;3163102.0
PE;TRIUNFO;Prefeito;45;LUCIANO FERNANDO DE SOUSA;PSDB;PP / PSB / AVANTE / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Eleito;11;NORDESTE;5316;TRIUNFO;2615706.0
MS;MARACAJU;Prefeito;22;LUCIANO FERNANDES FRANÇA;PL;PL;Não eleito;11;CENTRO-OESTE;4921;MARACAJU;5005400.0
ES;DIVINO DE SÃO LOURENÇO;Prefeito;40;LUCIANO FARIA QUEIROZ;PSB;PSB / PODE / UNIÃO / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Eleito;11;SUDESTE;2181;DIVINO DE SÃO LOURENÇO;3201803.0
PA;PIÇARRA;Prefeito;22;LUCIANO EUZEBIO DE MELO;PL;PL;Não eleito;11;NORTE;1536;PIÇARRA;1505635.0
PR;CURITIBA;Prefeito;40;LUCIANO DUCCI;PSB;PSB / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / PDT;Não eleito;11;SUL;181770;CURITIBA;4106902.0
MG;SÃO FRANCISCO DO GLÓRIA;Prefeito;12;LUCIANO DIAS PAIS NETTO;PDT;PDT / PP / PRD;Não eleito;11;SUDESTE;1404;SÃO FRANCISCO DO GLÓRIA;3161403.0
RS;MUITOS CAPÕES;Prefeito;22;LUCIANO DEBONA;PL;PL;Eleito;11;SUL;1507;MUITOS CAPÕES;4312617.0
BA;MARAGOGIPE;Prefeito;12;LUCIANO DE SOUSA SANTOS;PDT;PDT;Não eleito;11;NORDESTE;192;MARAGOGIPE;2920601.0
MG;PASSABÉM;Prefeito;33;LUCIANO DE SÁ MADUREIRA;MOBILIZA;PP / MOBILIZA;Eleito;11;SUDESTE;967;PASSABÉM;3147501.0
RS;MAQUINÉ;Prefeito;12;LUCIANO DE ALMEIDA ALVES;PDT;PDT;Eleito;11;SUL;2662;MAQUINÉ;
MG;DONA EUSÉBIA;Prefeito;70;LUCIANO DA SILVA PINTO;AVANTE;PL / AVANTE;Não eleito;11;SUDESTE;301;DONA EUSÉBIA;
RJ;RIO DAS OSTRAS;Prefeito;50;LUCIANO DA SILVA BARBOZA;PSOL;Federação PSOL REDE (PSOL / REDE);Não eleito;11;SUDESTE;2080;RIO DAS OSTRAS;3304524.0
SP;VOTORANTIM;Prefeito;20;LUCIANO DA SILVA;PODE;PODE;Não eleito;11;SUDESTE;7248;VOTORANTIM;3557006.0
RN;LAJES PINTADAS;Prefeito;22;LUCIANO DA CUNHA GOMES;PL;PL / PODE;Eleito;11;NORDESTE;3506;LAJES PINTADAS;2406809.0
RS;PINHAL;Prefeito;22;LUCIANO CITOLIN;PL;PL;Não eleito;11;SUL;525;PINHAL;4314456.0
SP;BURITAMA;Prefeito;22;LUCIANO CESAR BATISTA;PL;PL / REPUBLICANOS / UNIÃO / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Não eleito;11;SUDESTE;4946;BURITAMA;3508108.0
MS;LADÁRIO;Prefeito;11;LUCIANO CAVALCANTE JARA;PP;PP / PODE / UNIÃO / PL / PRD / REPUBLICANOS;Não eleito;11;CENTRO-OESTE;3983;LADÁRIO;5005202.0
PB;JOÃO PESSOA;Prefeito;13;LUCIANO CARTAXO PIRES DE SÁ;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / Federação PSOL REDE (PSOL / REDE);Não eleito;11;NORDESTE;49110;JOÃO PESSOA;2507507.0
ES;COLATINA;Prefeito;22;LUCIANO CARLOS MERLO;PL;PL / PRTB;Não eleito;11;SUDESTE;9233;COLATINA;3201506.0
SP;CATANDUVA;Prefeito;44;LUCIANO BUGATTI;UNIÃO;UNIÃO;Não eleito;11;SUDESTE;694;CATANDUVA;3511102.0
BA;CRUZ DAS ALMAS;Prefeito;50;LUCIANO BORBA DOS SANTOS;PSOL;Federação PSOL REDE (PSOL / REDE);Não eleito;11;NORDESTE;135;CRUZ DAS ALMAS;2909802.0
MT;COLÍDER;Prefeito;10;ANA FLAVIA RODRIGUES RAMIRO;REPUBLICANOS;REPUBLICANOS / PP / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Não eleito;11;CENTRO-OESTE;2763;COLÍDER;5103205.0
MG;CAPINÓPOLIS;Prefeito;15;LUCIANO BATISTA BELCHIOR;MDB;UNIÃO / MDB;Eleito;11;SUDESTE;3684;CAPINÓPOLIS;3112604.0
PI;HUGO NAPOLEÃO;Prefeito;13;LUCIANO BARRETO DE CARVALHO FILHO;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Eleito;11;NORDESTE;2403;HUGO NAPOLEÃO;2204600.0
TO;SANDOLÂNDIA;Prefeito;10;LUCIANO BARRETO ALVES;REPUBLICANOS;UNIÃO / REPUBLICANOS;Eleito;11;NORTE;2034;SANDOLÂNDIA;1718840.0
RS;CARLOS BARBOSA;Prefeito;15;LUCIANO BARONI;MDB;MDB;Não eleito;11;SUL;1395;CARLOS BARBOSA;4304804.0
MG;PAVÃO;Prefeito;44;LUCIANO BALARINI GONÇALVES;UNIÃO;UNIÃO;Não eleito;11;SUDESTE;1241;PAVÃO;3148509.0
BA;POÇÕES;Prefeito;55;LUCIANO ARAUJO MASCARENHAS;PSD;PSD / REPUBLICANOS / PSB;Não eleito;11;NORDESTE;11978;POÇÕES;2925105.0
RS;COQUEIRO BAIXO;Prefeito;15;LUCIANO ANDRE ONGARATTO;MDB;PDT / MDB;Eleito;11;SUL;784;COQUEIRO BAIXO;4305835.0
PB;SANTA RITA;Prefeito;20;LUCIANO ALVINO DA COSTA;PODE;PODE;Não eleito;11;NORDESTE;1996;SANTA RITA;2513703.0
MA;CAROLINA;Prefeito;11;LUCIANE MARTINS DA SILVA;PP;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / PSB / PP;Não eleito;11;NORDESTE;6666;CAROLINA;2102804.0
MG;PRATÁPOLIS;Prefeito;55;LUCIANE APARECIDA NEVES;PSD;MDB / UNIÃO / PSD;Não eleito;11;SUDESTE;2662;PRATÁPOLIS;3152907.0
PE;BREJO DA MADRE DE DEUS;Prefeito;33;LUCIANA TORRES ARAUJO;MOBILIZA;MOBILIZA;Não eleito;11;NORDESTE;263;BREJO DA MADRE DE DEUS;2602605.0
BA;NOVA VIÇOSA;Prefeito;44;LUCIANA SOUSA MACHADO RODRIGUES;UNIÃO;PP / PDT / PL / UNIÃO / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Eleito;11;NORDESTE;16610;NOVA VIÇOSA;2923001.0
CE;VÁRZEA ALEGRE;Prefeito;40;LUCIANA SOARES BARBOSA ROLIM;PSB;PP / PODE / PSB;Não eleito;11;NORDESTE;12339;VÁRZEA ALEGRE;2314003.0
MG;GUIDOVAL;Prefeito;55;LUCIANA RODRIGUES PALMEIRA;PSD;PDT / PODE / MOBILIZA / PSD;Eleito;11;SUDESTE;3490;GUIDOVAL;3128808.0
SP;FERNÃO;Prefeito;10;LUCIANA RODRIGUES ANDERY AMORIM;REPUBLICANOS;REPUBLICANOS / PP / MDB;Não eleito;11;SUDESTE;427;FERNÃO;3515657.0
BA;ITORORÓ;Prefeito;13;LUCIANA PEDREIRA DA CUNHA ROCHA;PT;PP / MDB / PSD / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;NORDESTE;6097;ITORORÓ;
MG;ENGENHEIRO NAVARRO;Prefeito;10;LUCIANA NAZARÉ ALVES DOS SANTOS;REPUBLICANOS;REPUBLICANOS / MDB / UNIÃO;Não eleito;11;SUDESTE;1832;ENGENHEIRO NAVARRO;3123809.0
MG;SÃO GONÇALO DO RIO ABAIXO;Prefeito;13;LUCIANA MARIA BICALHO;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / PP;Não eleito;11;SUDESTE;1829;SÃO GONÇALO DO RIO ABAIXO;3161908.0
MA;ARAIOSES;Prefeito;55;LUCIANA MARÃO FELIX;PSD;SOLIDARIEDADE / PSD;Não eleito;11;NORDESTE;6650;ARAIOSES;2100907.0
AM;BOCA DO ACRE;Prefeito;22;LUCIANA LIMA DE MELO;PL;PL / REPUBLICANOS;Não eleito;11;NORTE;2075;BOCA DO ACRE;1300706.0
MA;BURITI BRAVO;Prefeito;15;LUCIANA BORGES LEOCADIO;MDB;MDB / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / PSB;Eleito;11;NORDESTE;7501;BURITI BRAVO;2102309.0
MG;ALÉM PARAÍBA;Prefeito;55;LUCIANA BASTOS GALHARDO GOMES;PSD;PSD / UNIÃO / MOBILIZA;Não eleito;11;SUDESTE;4758;ALÉM PARAÍBA;3101508.0
SP;ITAPECERICA DA SERRA;Prefeito;13;LUCIANA BARBOSA DO NASCIMENTO;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;SUDESTE;2777;ITAPECERICA DA SERRA;3522208.0
RN;SÃO JOSÉ DO CAMPESTRE;Prefeito;45;LUCIANA ARAUJO SILVA;PSDB;Federação PSDB CIDADANIA (PSDB / CIDADANIA) / PP;Não eleito;11;NORDESTE;3704;SÃO JOSÉ DO CAMPESTRE;2412302.0
PR;OURO VERDE DO OESTE;Prefeito;23;LUCIAN ALUISIO DIERINGS;CIDADANIA;Federação PSDB CIDADANIA (PSDB / CIDADANIA) / PSD / REPUBLICANOS / PL / UNIÃO / PDT;Eleito;11;SUL;3435;OURO VERDE DO OESTE;4117453.0
SC;CORREIA PINTO;Prefeito;15;LUCIA RAQUEL RODRIGUES ORTIZ;MDB;MDB / PODE / UNIÃO;Eleito;11;SUL;3964;CORREIA PINTO;4204558.0
SP;MOGI MIRIM;Prefeito;15;LUCIA MARIA FERREIRA TENÓRIO;MDB;MDB;Não eleito;11;SUDESTE;1925;MOGI MIRIM;3530805.0
SP;AGUAÍ;Prefeito;13;LUCIA HELENA MILANEZ VASCONCELOS;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;SUDESTE;494;AGUAÍ;
RS;CANOAS;Prefeito;10;LUCIA ELISABETH COLOMBO SILVEIRA;REPUBLICANOS;REPUBLICANOS / DC / MDB;Não eleito;11;SUL;15313;CANOAS;4304606.0
RJ;PATY DO ALFERES;Prefeito;18;LÚCIA DE FÁTIMA VENTURA;REDE;Federação PSOL REDE (PSOL / REDE);Não eleito;11;SUDESTE;158;PATY DO ALFERES;3303856.0
PB;MARI;Prefeito;40;LUCIA DE FATIMA SANTOS DA SILVA;PSB;MDB / PL / PSB;Eleito;11;NORDESTE;7621;MARI;2509107.0
PI;COLÔNIA DO PIAUÍ;Prefeito;55;LÚCIA DE FÁTIMA BARROSO MOURA DE ABREU SÁ;PSD;PSD / PODE / PRD;Não eleito;11;NORDESTE;2168;COLÔNIA DO PIAUÍ;
SP;COLÔMBIA;Prefeito;55;LUCIA CRISTINA POVOA NOZAKI;PSD;PSD / UNIÃO / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;SUDESTE;1832;COLÔMBIA;3512100.0
SC;IOMERÊ;Prefeito;11;LUCI PERETTI;PP;PP;Eleito;11;SUL;1298;IOMERÊ;
AM;ALVARÃES;Prefeito;44;LUCENILDO DE SOUZA MACEDO;UNIÃO;REPUBLICANOS / PP / UNIÃO / PSD / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Eleito;11;NORTE;7439;ALVARÃES;1300029.0
SP;CANAS;Prefeito;55;LUCEMIR DO AMARAL;PSD;PSD / PSB / PDT;Não eleito;11;SUDESTE;892;CANAS;3509957.0
PE;PARNAMIRIM;Prefeito;11;LUCELIO MUCIO MOURA ANGELIM;PP;PP / UNIÃO;Eleito;11;NORDESTE;8421;PARNAMIRIM;2610400.0
SP;PRESIDENTE BERNARDES;Prefeito;10;LUCCAS INAGUE RODRIGUES;REPUBLICANOS;REPUBLICANOS / PSD / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Não eleito;11;SUDESTE;2611;PRESIDENTE BERNARDES;3541208.0
SC;BALNEÁRIO CAMBORIÚ;Prefeito;30;LUCAS WILSON GOTARDO;NOVO;NOVO;Não eleito;11;SUL;6110;BALNEÁRIO CAMBORIÚ;
MG;IGUATAMA;Prefeito;70;LUCAS VIEIRA LOPES;AVANTE;PP / PL / MDB / PODE / AVANTE / PSD;Eleito;11;SUDESTE;4084;IGUATAMA;3130309.0
MG;LAJINHA;Prefeito;22;LUCAS VENTURIM;PL;PL;Não eleito;11;SUDESTE;0;LAJINHA;3137700.0
BA;SOUTO SOARES;Prefeito;13;LUCAS TADEU DE OLIVEIRA;PT;PSD / PP / AVANTE / MDB / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Eleito;11;NORDESTE;8118;SOUTO SOARES;2930808.0
MG;MIRABELA;Prefeito;44;LUCAS SOARES OLIVEIRA;UNIÃO;REPUBLICANOS / UNIÃO;Não eleito;11;SUDESTE;4451;MIRABELA;3142007.0
GO;RIALMA;Prefeito;44;LUCAS SILVA CHAVES;UNIÃO;UNIÃO / PRD / PL / PSD;Eleito;11;CENTRO-OESTE;4110;RIALMA;5218607.0
SP;ARTUR NOGUEIRA;Prefeito;22;LUCAS SIA RISSATO;PL;MDB / PL / PRTB / PRD / AVANTE / SOLIDARIEDADE / PMB / MOBILIZA / PSD / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Eleito;11;SUDESTE;12479;ARTUR NOGUEIRA;3503802.0
SP;ATIBAIA;Prefeito;50;LUCAS SCARDINO FRIES;PSOL;Federação PSOL REDE (PSOL / REDE);Não eleito;11;SUDESTE;1561;ATIBAIA;3504107.0
ES;LINHARES;Prefeito;20;LUCAS SCARAMUSSA;PODE;PDT / PRD / PODE / PSB / UNIÃO / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Eleito;11;SUDESTE;45024;LINHARES;3203205.0
BA;BOA NOVA;Prefeito;15;LUCAS SANTOS MEIRA;MDB;PP / MDB / AGIR;Eleito;11;NORDESTE;4942;BOA NOVA;2903706.0
SP;GUARULHOS;Prefeito;22;LUCAS SANCHES PROMESSIA;PL;PL / PMB / DC / NOVO;2º turno;11;SUDESTE;213212;GUARULHOS;3518800.0
SP;MIRANDÓPOLIS;Prefeito;10;LUCAS RAFAEL GONZALEZ;REPUBLICANOS;REPUBLICANOS;Não eleito;11;SUDESTE;3993;MIRANDÓPOLIS;3530102.0
SP;ARAÇATUBA;Prefeito;22;LUCAS PAVAN ZANATTA;PL;PL / DC;Eleito;11;SUDESTE;36258;ARAÇATUBA;3502804.0
ES;PINHEIROS;Prefeito;12;LUCAS PAULO GAGNO NASCIMENTO;PDT;PDT;Não eleito;11;SUDESTE;1042;PINHEIROS;3204104.0
MG;RESENDE COSTA;Prefeito;55;LUCAS PAULO DE ASSIS VALE;PSD;MDB / PSD / PL;Eleito;11;SUDESTE;5835;RESENDE COSTA;3154200.0
SP;PIRAPOZINHO;Prefeito;55;LUCAS PADOVAN DOS SANTOS PAVANI;PSD;REPUBLICANOS / PP / MDB / PL / PRD / UNIÃO / PSD / SOLIDARIEDADE;Eleito;11;SUDESTE;12507;PIRAPOZINHO;3539202.0
RO;PRIMAVERA DE RONDÔNIA;Prefeito;22;LUCAS NUNES DA SILVA;PL;PP / MDB / PL;Eleito;11;NORTE;1298;PRIMAVERA DE RONDÔNIA;1101476.0
GO;BONFINÓPOLIS;Prefeito;15;LUCAS MOREIRA DE CARVALHO;MDB;MDB / UNIÃO / PRD;Eleito;11;CENTRO-OESTE;3435;BONFINÓPOLIS;5203559.0
RS;PINHAL GRANDE;Prefeito;11;LUCAS MICHELON;PP;PP / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Eleito;11;SUL;1851;PINHAL GRANDE;4314472.0
MA;DAVINÓPOLIS;Prefeito;45;LUCAS MELO BARBOSA;PSDB;Federação PSDB CIDADANIA (PSDB / CIDADANIA) / AVANTE / PSD / PL;Não eleito;11;NORDESTE;4541;DAVINÓPOLIS;2103752.0
MG;BRASÍLIA DE MINAS;Prefeito;11;LUCAS MATOS FANTONI;PP;PP / MOBILIZA;Não eleito;11;SUDESTE;2640;BRASÍLIA DE MINAS;3108602.0
PR;RESERVA;Prefeito;20;LUCAS MACHADO RIBEIRO;PODE;PODE / PSD / PL;Eleito;11;SUL;9341;RESERVA;4121703.0
GO;ITAJÁ;Prefeito;15;LUCAS MACHADO FERREIRA;MDB;REPUBLICANOS / PP / MDB / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Eleito;11;CENTRO-OESTE;1762;ITAJÁ;
SC;GUATAMBÚ;Prefeito;13;LUCAS LUIZ FILIPPIN;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;SUL;565;GUATAMBÚ;
BA;JIQUIRIÇÁ;Prefeito;40;LUCAS LEAL DOS SANTOS BARRETO;PSB;PODE / PSB / PSD / AVANTE / SOLIDARIEDADE;Eleito;11;NORDESTE;7950;JIQUIRIÇÁ;
MG;CAJURI;Prefeito;55;LUCAS LADEIRA CARDOSO;PSD;REPUBLICANOS / PRD / PSB / PSD;Eleito;11;SUDESTE;2135;CAJURI;3110202.0
RS;SÃO GABRIEL;Prefeito;44;LUCAS GONÇALVES MENEZES;UNIÃO;UNIÃO / PL / PSD / MDB / SOLIDARIEDADE / REPUBLICANOS / PP;Eleito;11;SUL;16650;SÃO GABRIEL;4318309.0
CE;CRATO;Prefeito;45;LUCAS GONÇALVES BRASIL;PSDB;Federação PSDB CIDADANIA (PSDB / CIDADANIA);Não eleito;11;NORDESTE;3268;CRATO;2304202.0
