sg_uf;nm_municipio;ds_cargo;nr_candidato;nm_candidato;sg_partido;ds_composicao_coligacao;ds_sit_tot_turno;cd_cargo;nm_regiao;qt_votos_nom_validos
BA;BAIANÓPOLIS;Prefeito;11;WEUBE FEBRONIO DOS SANTOS;PP;PP / AVANTE;Eleito;11;NORDESTE;6796
TO;PRESIDENTE KENNEDY;Prefeito;55;WESLLEY CELESTINO DAVID;PSD;PSD / AGIR / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Não eleito;11;NORTE;1189
RO;CHUPINGUAIA;Prefeito;11;WESLEY WANDERLEY DA COSTA GONÇALVES;PP;PP / PDT / PODE / PRD / PSD;Eleito;11;NORTE;3375
BA;ITABELA;Prefeito;40;WESLEY VIEIRA DE BARROS;PSB;PSB;Não eleito;11;NORDESTE;1707
MG;CORONEL MURTA;Prefeito;11;WESLEY TERTULIANO DE SOUZA FRANCO;PP;PP / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Não eleito;11;SUDESTE;1713
SC;ÁGUAS FRIAS;Prefeito;22;WESLEY TERRIBILE;PL;PP / PL / UNIÃO / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Eleito;11;SUL;1363
RJ;DUQUE DE CAXIAS;Prefeito;40;WESLEY TEIXEIRA SILVA;PSB;Federação PSOL REDE (PSOL / REDE) / PSB / UP;Não eleito;11;SUDESTE;23329
ES;CONCEIÇÃO DO CASTELO;Prefeito;10;WESLEY SATLHER DA COSTA;REPUBLICANOS;REPUBLICANOS / PRD / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Não eleito;11;SUDESTE;1393
GO;AMARALINA;Prefeito;77;WESLEY PEREIRA DE SOUSA;SOLIDARIEDADE;SOLIDARIEDADE / PL;Não eleito;11;CENTRO-OESTE;831
GO;VALPARAÍSO DE GOIÁS;Prefeito;30;WESLEY PACHECO RAMOS;NOVO;NOVO;Não eleito;11;CENTRO-OESTE;768
MG;CONCEIÇÃO DO PARÁ;Prefeito;10;WESLEY MOREIRA LIMA;REPUBLICANOS;REPUBLICANOS / AVANTE / PL / PSD / PRD;Eleito;11;SUDESTE;2376
MG;INDIANÓPOLIS;Prefeito;11;WESLEY JOSE DA ROCHA NAVES;PP;PP;Não eleito;11;SUDESTE;1725
PI;AROEIRAS DO ITAIM;Prefeito;15;WESLEY GONÇALVES DE DEUS;MDB;MDB / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;NORDESTE;1872
MG;PIRACEMA;Prefeito;70;WESLEY DINIZ;AVANTE;AVANTE / PSD;Eleito;11;SUDESTE;2731
MG;CANA VERDE;Prefeito;15;WESLEY DAIMLER FREIRE MARQUES;MDB;REPUBLICANOS / MDB;Não eleito;11;SUDESTE;0
TO;CENTENÁRIO;Prefeito;44;WESLEY DA SILVA LIMA;UNIÃO;UNIÃO / PSD;Não eleito;11;NORTE;876
MG;ASTOLFO DUTRA;Prefeito;55;WESLEY CORDEIRO DE SOUZA;PSD;PSD / PP / AGIR / PRD / DC / REPUBLICANOS;Eleito;11;SUDESTE;4868
MG;LONTRA;Prefeito;55;WESLEY ALVES DE SOUZA;PSD;PSD / UNIÃO / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Eleito;11;SUDESTE;3553
PA;ITAITUBA;Prefeito;70;WESCLEY TOMAZ SILVA AGUIAR;AVANTE;PL / PRD / AGIR / AVANTE / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Não eleito;11;NORTE;25811
MG;SARZEDO;Prefeito;10;WERTHER CLAYTON DE REZENDE;REPUBLICANOS;MDB / REPUBLICANOS / AVANTE / PDT / MOBILIZA / PSB / SOLIDARIEDADE / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Não eleito;11;SUDESTE;3636
MA;IGARAPÉ GRANDE;Prefeito;10;WERLEY LUIZ PINHEIRO;REPUBLICANOS;REPUBLICANOS;Não eleito;11;NORDESTE;2058
AL;SANTA LUZIA DO NORTE;Prefeito;15;WERDLEY THIAGO SILVA AMARAL;MDB;MDB / PSB / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / SOLIDARIEDADE;Não eleito;11;NORDESTE;2138
RR;NORMANDIA;Prefeito;11;WENSTON PAULINO BERTO RAPOSO;PP;PP / Federação PSOL REDE (PSOL / REDE) / PSD;Eleito;11;NORTE;5036
MG;FELÍCIO DOS SANTOS;Prefeito;25;WENITON WILLIAM FRANCA;PRD;PRD / PSD / MDB / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Eleito;11;SUDESTE;2745
MA;SÃO JOÃO DO PARAÍSO;Prefeito;33;WENER DE SOUSA ARAUJO;MOBILIZA;SOLIDARIEDADE / MOBILIZA;Não eleito;11;NORDESTE;2644
BA;MAIRI;Prefeito;65;WENDSON SANTANA DE ALMEIDA;PC do B;PODE / AGIR / PDT / UNIÃO / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;NORDESTE;2573
AP;MAZAGÃO;Prefeito;55;WENDERSON OLIVEIRA DOS SANTOS;PSD;PSD / PRD;Não eleito;11;NORTE;8590
MG;JENIPAPO DE MINAS;Prefeito;10;WENDERSON EMERENCIANO SIQUEIRA;REPUBLICANOS;REPUBLICANOS / MDB / PSB / SOLIDARIEDADE;Não eleito;11;SUDESTE;1977
MG;PADRE PARAÍSO;Prefeito;12;WENDERSON DE ALMEIDA PEDROSO;PDT;PDT / MDB / PRD / PSD / AVANTE;Não eleito;11;SUDESTE;3386
MG;MONJOLOS;Prefeito;77;WENDERSON CÉSAR MASCARENHAS MACHADO;SOLIDARIEDADE;SOLIDARIEDADE / Federação PSOL REDE (PSOL / REDE);Não eleito;11;SUDESTE;566
PA;MARABÁ;Prefeito;15;WENDERSON AZEVEDO CHAMON;MDB;PDT / MDB / UNIÃO / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / PRD / REPUBLICANOS / SOLIDARIEDADE / PP / PSD / PSB;Não eleito;11;NORTE;46412
PB;TEIXEIRA;Prefeito;40;WENCESLAU SOUZA MARQUES;PSB;PSB / PP / MDB / PDT / UNIÃO / PSD / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Eleito;11;NORDESTE;6314
MG;BOM DESPACHO;Prefeito;13;WENCESLAU SILVA ARAÚJO;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;SUDESTE;794
CE;PARACURU;Prefeito;40;WEMBLEY GOMES COSTA;PSB;PSB / PRTB / SOLIDARIEDADE / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / PSD;Não eleito;11;NORDESTE;10793
BA;BOM JESUS DA SERRA;Prefeito;55;WELTON SILVA ANDRADE;PSD;PP / MDB / PSD / UNIÃO;Eleito;11;NORDESTE;4359
MG;JAPONVAR;Prefeito;11;WELSON GONÇALVES DA SILVA;PP;PP / MDB / UNIÃO;Eleito;11;SUDESTE;5619
GO;SENADOR CANEDO;Prefeito;22;WELMA SILVA LIRA COTRIM;PL;PL;Não eleito;11;CENTRO-OESTE;3711
GO;RIO VERDE;Prefeito;15;WELLINGTON SOARES CARRIJO FILHO;MDB;MDB / PP / PDT / PRD / UNIÃO / AVANTE;Eleito;11;CENTRO-OESTE;69209
CE;ARACOIABA;Prefeito;11;WELLINGTON SILVA DE OLIVEIRA;PP;PP / PDT / PSB;Eleito;11;NORDESTE;10946
MG;ARAGUARI;Prefeito;13;WELLINGTON SEBASTIÃO;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;SUDESTE;993
MG;PATROCÍNIO;Prefeito;15;WELLINGTON RODRIGO FERNANDES;MDB;PP / PL / UNIÃO / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / MDB;Não eleito;11;SUDESTE;19144
AL;INHAPI;Prefeito;12;WELLINGTON PETRONIO MENEZES FREIRE;PDT;PDT;Não eleito;11;NORDESTE;917
MG;RIO POMBA;Prefeito;13;WELLINGTON NETTO FERREIRA DE SOUZA;PT;PDT / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;SUDESTE;2027
MA;HUMBERTO DE CAMPOS;Prefeito;25;WELLINGTON MIRANDA TEIXEURA DOS SANTOS;PRD;PRD;Não eleito;11;NORDESTE;348
MA;SÃO JOÃO DO SOTER;Prefeito;12;WELLINGTON MANOEL DA SILVA MOURA;PDT;PP / PDT;Não eleito;11;NORDESTE;1144
PE;RIBEIRÃO;Prefeito;44;WELLINGTON JOSE GOMES ALVES;UNIÃO;PRD / UNIÃO;Não eleito;11;NORDESTE;1619
MG;PRATINHA;Prefeito;70;WELLINGTON JOSÉ CARNEIRO;AVANTE;PP / PDT / MOBILIZA / AVANTE / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Eleito;11;SUDESTE;1773
MG;ARCOS;Prefeito;10;WELLINGTON FRANCELLI ESTEVÃO RODRIGUES ROQUE;REPUBLICANOS;REPUBLICANOS / PSD / SOLIDARIEDADE / PRD / MDB / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Eleito;11;SUDESTE;13718
GO;CAMPESTRE DE GOIÁS;Prefeito;45;WELLINGTON DE SOUZA SILVA;PSDB;PRD / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Não eleito;11;CENTRO-OESTE;1271
SP;MIRANDÓPOLIS;Prefeito;55;WELLINGTON DE BRITO DE OLIVEIRA;PSD;PSD / SOLIDARIEDADE;Não eleito;11;SUDESTE;1243
GO;CROMÍNIA;Prefeito;15;WELLINGTON DE ALMEIDA PEREIRA;MDB;MDB / PSB;Não eleito;11;CENTRO-OESTE;1613
RJ;VALENÇA;Prefeito;30;WELLINGTON CONCEIÇÃO ELIAS;NOVO;NOVO;Não eleito;11;SUDESTE;2100
BA;ABAÍRA;Prefeito;55;WELLINGTON BARBOSA SILVA;PSD;PSB / PSD;Eleito;11;NORDESTE;2985
PE;SALOÁ;Prefeito;10;WELLINGTON ANTONIO ARAUJO DE FREITAS;REPUBLICANOS;REPUBLICANOS;Não eleito;11;NORDESTE;1985
PA;BELÉM;Prefeito;16;WELLINGTA JOSYANE SIQUEIRA MACEDO;PSTU;PSTU;Não eleito;11;NORTE;2053
SP;SARAPUÍ;Prefeito;40;WELLIGTON MACHADO DE MORAES;PSB;REPUBLICANOS / PODE / PSB;Não eleito;11;SUDESTE;1353
MA;SANTA LUZIA;Prefeito;11;WELLIGHTON FRAZAO DA PAIXAO;PP;PP / MDB / REPUBLICANOS / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Não eleito;11;NORDESTE;15227
RO;ESPIGÃO DO OESTE;Prefeito;22;WELITON PEREIRA CAMPOS;PL;PP / PDT / PODE / PSD / PRD / PL;Eleito;11;NORTE;11983
PA;SÃO DOMINGOS DO ARAGUAIA;Prefeito;40;WELITON MARTINS MIRANDA;PSB;PSB / Federação PSOL REDE (PSOL / REDE);Não eleito;11;NORTE;5159
MS;ALCINÓPOLIS;Prefeito;45;WELITON DA SILVA GUIMARAES;PSDB;Federação PSDB CIDADANIA (PSDB / CIDADANIA) / PP / PSB / PSD / MDB;Eleito;11;CENTRO-OESTE;1832
MG;JAMPRUCA;Prefeito;45;WELISTON FERREIRA DE ASSIS;PSDB;REPUBLICANOS / MDB / MOBILIZA / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Eleito;11;SUDESTE;1806
MG;SÃO DOMINGOS DO PRATA;Prefeito;12;WELINGTON VENÂNCIO DA SILVA;PDT;PDT / PP;Não eleito;11;SUDESTE;3040
MG;CIPOTÂNEA;Prefeito;25;WELINGTON THIENE MOREIRA;PRD;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / Federação PSOL REDE (PSOL / REDE) / PRD;Não eleito;11;SUDESTE;0
MG;OLÍMPIO NORONHA;Prefeito;40;WELINGTON ROCHA DE OLIVEIRA;PSB;PSB;Não eleito;11;SUDESTE;812
AL;CAJUEIRO;Prefeito;11;WELINGTON NEMESIO DE LIMA;PP;PP / PL;Não eleito;11;NORDESTE;4610
MG;MAR DE ESPANHA;Prefeito;45;WELINGTON MARCOS RODRIGUES;PSDB;UNIÃO / PSD / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Eleito;11;SUDESTE;4389
GO;TAQUARAL DE GOIÁS;Prefeito;25;WELINGTON JOSÉ SIQUEIRA;PRD;PRD / DC / PSD;Não eleito;11;CENTRO-OESTE;795
SP;COTIA;Prefeito;12;WELINGTON APARECIDO ALFREDO;PDT;PDT;Eleito;11;SUDESTE;78581
RR;CAROEBE;Prefeito;12;WELGTON DE OLIVEIRA SILVA;PDT;PDT / PSD;Não eleito;11;NORTE;2471
MG;DORES DE GUANHÃES;Prefeito;25;WELERSON ULTIMO DE SOUZA;PRD;AVANTE / MOBILIZA / PRD;Eleito;11;SUDESTE;2621
MG;BIAS FORTES;Prefeito;25;WELERSON MÁRCIO DE OLIVEIRA;PRD;PP / PL / PRD / PSD;Não eleito;11;SUDESTE;1125
MT;RONDONÓPOLIS;Prefeito;22;CLAUDIO FERREIRA DE SOUZA;PL;PP / PL / NOVO / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / DC / PODE;Eleito;11;CENTRO-OESTE;56356
MG;RIBEIRÃO VERMELHO;Prefeito;45;WELDER MARCELO PEREIRA;PSDB;PSD / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Eleito;11;SUDESTE;2146
RJ;MACAÉ;Prefeito;23;WELBERTH PORTO DE REZENDE;CIDADANIA;Federação PSDB CIDADANIA (PSDB / CIDADANIA) / MDB;Eleito;11;SUDESTE;111953
SE;CARMÓPOLIS;Prefeito;22;WELBER ANDRADE LEITE;PL;PL / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Eleito;11;NORDESTE;5347
PB;MATINHAS;Prefeito;45;WEGHANY CABRAL DA SILVA;PSDB;Federação PSDB CIDADANIA (PSDB / CIDADANIA);Não eleito;11;NORDESTE;631
RN;PASSAGEM;Prefeito;11;WEDNA MARIA TAVARES MENDONÇA DE ARAÚJO;PP;PL / PP;Eleito;11;NORDESTE;2270
PA;BRASIL NOVO;Prefeito;15;WEDER MAKES CARNEIRO;MDB;MDB / PSD / UNIÃO;Eleito;11;NORTE;12188
BA;RUY BARBOSA;Prefeito;12;WEBSTON ANDRADE DA SILVA;PDT;PDT / REPUBLICANOS;Não eleito;11;NORDESTE;0
GO;RUBIATABA;Prefeito;55;WEBER SIVIRINO DA COSTA;PSD;PSD / AVANTE / PL / PP / PSB / PRD / PODE;Eleito;11;CENTRO-OESTE;7634
GO;SÃO JOÃO DA PARAÚNA;Prefeito;55;WEBER NOGUEIRA DOS SANTOS;PSD;PSD;Não eleito;11;CENTRO-OESTE;757
SP;VOTORANTIM;Prefeito;10;WEBER MAGANHATO JUNIOR;REPUBLICANOS;REPUBLICANOS / MOBILIZA / DC;Eleito;11;SUDESTE;14826
SP;ORLÂNDIA;Prefeito;13;WEBER LUIS PARREIRA;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;SUDESTE;0
MG;CATAS ALTAS DA NORUEGA;Prefeito;11;WEBER LOBO NEIVA JUNIOR;PP;PP / REPUBLICANOS / UNIÃO;Não eleito;11;SUDESTE;1357
MG;RAPOSOS;Prefeito;65;WBERTH CELSO DA SILVA;PC do B;REPUBLICANOS / DC / PRTB / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;SUDESTE;1532
GO;PIRES DO RIO;Prefeito;22;WATEVILO BENJAMIN COTRIM JUNIOR;PL;PL / PP;Não eleito;11;CENTRO-OESTE;1766
GO;ANICUNS;Prefeito;30;WASTTER LOPES GOMES;NOVO;NOVO;Não eleito;11;CENTRO-OESTE;259
PA;NOVA ESPERANÇA DO PIRIÁ;Prefeito;22;WASLLEY PESSOA PINHEIRO;PL;PL;Não eleito;11;NORTE;149
RJ;JAPERI;Prefeito;27;WASHINGTON LUIZ MESSIAS DA SILVA;DC;DC;Não eleito;11;SUDESTE;1166
PR;KALORÉ;Prefeito;55;WASHINGTON LUIZ DA SILVA;PSD;PP / MDB / PSD / AVANTE;Eleito;11;SUL;2286
RJ;MARICÁ;Prefeito;13;WASHINGTON LUIZ CARDOSO SIQUEIRA;PT;PDT / PSD / AVANTE / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Eleito;11;SUDESTE;91789
PI;CAXINGÓ;Prefeito;55;WASHINGTON LUIZ BRITO DE SOUSA;PSD;PSD / SOLIDARIEDADE;Não eleito;11;NORDESTE;1560
SP;CHARQUEADA;Prefeito;22;WASHINGTON BENICIO FERREIRA DE SOBRAL;PL;PP / PL;Não eleito;11;SUDESTE;1355
PE;TACARATU;Prefeito;15;WASHINGTON ANGELO DE ARAÚJO;MDB;MDB / PODE / AVANTE / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / Federação PSOL REDE (PSOL / REDE);Eleito;11;NORDESTE;7976
PB;CARRAPATEIRA;Prefeito;15;WASHIGTON ROBERTO DE SOUSA;MDB;MDB;Não eleito;11;NORDESTE;523
PI;ALTOS;Prefeito;13;WARTON MATIAS LACERDA E OLIVEIRA;PT;PODE / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;NORDESTE;8053
MG;IBIRACATU;Prefeito;13;WARLEY FERREIRA LIMA;PT;REPUBLICANOS / PP / PDT / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Eleito;11;SUDESTE;2471
GO;ALEXÂNIA;Prefeito;20;WARLEY FERREIRA GOUVEIA;PODE;Federação PSDB CIDADANIA (PSDB / CIDADANIA) / NOVO / PRD / PSB / PODE;Eleito;11;CENTRO-OESTE;6829
TO;COMBINADO;Prefeito;55;WARLEY AMARAL EVANGELISTA;PSD;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / PSD;Não eleito;11;NORTE;1420
MG;ATALÉIA;Prefeito;10;WARLEN SANDRO RIBEIRO GOMES;REPUBLICANOS;REPUBLICANOS / MDB / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Não eleito;11;SUDESTE;3253
MG;FUNILÂNDIA;Prefeito;44;WARLEM GERALDO DE OLIVEIRA;UNIÃO;PSD / UNIÃO;Não eleito;11;SUDESTE;1380
BA;URANDI;Prefeito;55;WARLEI OLIVEIRA DE SOUZA;PSD;PSD / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Eleito;11;NORDESTE;9435
PA;SÃO SEBASTIÃO DA BOA VISTA;Prefeito;13;WANDO WILLER DA SILVA TEIXEIRA;PT;Federação PSOL REDE (PSOL / REDE) / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / PDT / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Não eleito;11;NORTE;9314
MG;ITAÚNA;Prefeito;43;WANDICK ROBSON PINCER;PV;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;SUDESTE;1603
GO;MAURILÂNDIA;Prefeito;15;WANDERVAL SILVA MARTINS;MDB;PP / MDB;Eleito;11;CENTRO-OESTE;3315
SP;SANTA CRUZ DA ESPERANÇA;Prefeito;40;WANDERSON RIBEIRO DO NASCIMENTO;PSB;PSB;Não eleito;11;SUDESTE;86
BA;CAETITÉ;Prefeito;50;WANDERSON PIMENTA SOUZA;PSOL;Federação PSOL REDE (PSOL / REDE);Não eleito;11;NORDESTE;667
MG;BELO HORIZONTE;Prefeito;16;WANDERSON PAIVA ROCHA;PSTU;PSTU;Não eleito;11;SUDESTE;667
PI;GUARIBAS;Prefeito;77;WANDERSON MARTINS MAIA;SOLIDARIEDADE;SOLIDARIEDADE;Não eleito;11;NORDESTE;1107
RJ;NOVA FRIBURGO;Prefeito;12;WANDERSON LUIZ CUNHA NOGUEIRA;PDT;PP / PDT / PSB / PSD / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Não eleito;11;SUDESTE;19733
MG;SÃO JOSÉ DA LAPA;Prefeito;22;WANDERSON HUDSON ANTONIO DOS SANTOS;PL;PL / DC / MOBILIZA / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / PDT;Não eleito;11;SUDESTE;4396
BA;MUNDO NOVO;Prefeito;43;WANDERSON DA SILVA BARRETO;PV;PDT / MDB / SOLIDARIEDADE / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;NORDESTE;891
TO;ARRAIAS;Prefeito;65;WANDERSON CERQUEIRA DE MENEZES;PC do B;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / UNIÃO;Não eleito;11;NORTE;612
ES;VIANA;Prefeito;20;WANDERSON BORGHARDT BUENO;PODE;PODE / REPUBLICANOS / PP / MDB / PRD / PSD / PSB / PDT;Eleito;11;SUDESTE;37587
TO;AGUIARNÓPOLIS;Prefeito;10;WANDERLY DOS SANTOS LEITE;REPUBLICANOS;REPUBLICANOS / UNIÃO;Eleito;11;NORTE;2327
MG;PIAU;Prefeito;11;WANDERLUCIO DE CASTRO LOURES;PP;PP / MDB;Eleito;11;SUDESTE;1581
MG;MERCÊS;Prefeito;55;WANDERLUCIO BARBOSA;PSD;PSD / PL / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / MDB / PDT / AVANTE;Não eleito;11;SUDESTE;3047
MG;GONZAGA;Prefeito;18;WANDERLI ALVES DA FONSECA;REDE;Federação PSOL REDE (PSOL / REDE) / PSD;Não eleito;11;SUDESTE;1081
TO;SANTA TEREZINHA DO TOCANTINS;Prefeito;10;WANDERLEY SOUSA SANTOS;REPUBLICANOS;REPUBLICANOS;Eleito;11;NORTE;1303
MG;ITAVERAVA;Prefeito;22;WANDERLEY LOPES;PL;PODE / PRD / PL;Eleito;11;SUDESTE;2602
ES;SÃO GABRIEL DA PALHA;Prefeito;35;WANDERLEY HENRIQUE WOLFFGRAMM;PMB;PMB;Não eleito;11;SUDESTE;443
MA;CÂNDIDO MENDES;Prefeito;55;WANDERLEY BRAZ GOMES;PSD;PSD / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Não eleito;11;NORDESTE;339
MS;BATAGUASSU;Prefeito;45;WANDERLEIA DUARTE CARAVINA;PSDB;REPUBLICANOS / PP / PODE / PL / PRD / PSB / UNIÃO / PSD / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Eleito;11;CENTRO-OESTE;11025
MG;ABRE CAMPO;Prefeito;10;WANDERLEI LOPES DE MIRANDA;REPUBLICANOS;REPUBLICANOS / PP;Não eleito;11;SUDESTE;3758
MG;BOM JESUS DO AMPARO;Prefeito;11;WANDERLEI DOS SANTOS RIBEIRO;PP;PP / PL / PSD;Eleito;11;SUDESTE;2249
RO;CHUPINGUAIA;Prefeito;22;WANDERLEI DANILUCCI;PL;PL / REPUBLICANOS / MDB / AGIR;Não eleito;11;NORTE;2379
GO;ABADIA DE GOIÁS;Prefeito;11;WANDER SARAIVA DE CARVALHO;PP;REPUBLICANOS / PP / MDB / PL / PRD / UNIÃO / PSD / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Eleito;11;CENTRO-OESTE;10293
MG;SANTA LUZIA;Prefeito;55;WANDER ROSA DE CARVALHO JUNIOR;PSD;PP / PODE / PRD / PRTB / MOBILIZA / PSD / SOLIDARIEDADE / Federação PSOL REDE (PSOL / REDE);Não eleito;11;SUDESTE;44390
GO;SIMOLÂNDIA;Prefeito;22;WANDER CARDOSO TERRA;PL;PL / PRD;Não eleito;11;CENTRO-OESTE;2212
MG;TRÊS CORAÇÕES;Prefeito;22;WANDEIR REIS DO PRADO;PL;PL;Não eleito;11;SUDESTE;8535
PE;CARNAÍBA;Prefeito;40;WAMBERG ANTONIO GOMES AMARAL;PSB;PSB / MDB / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Eleito;11;NORDESTE;7831
PA;URUARÁ;Prefeito;22;WALYSON MATHEUS SOUSA PESSOA;PL;PL / UNIÃO / PODE;Não eleito;11;NORTE;3155
ES;CONCEIÇÃO DA BARRA;Prefeito;20;WALYSON JOSÉ SANTOS VASCONCELOS;PODE;PODE / PP / MDB / PRD / AGIR / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Não eleito;11;SUDESTE;0
BA;IRAQUARA;Prefeito;55;WALTERSON RIBEIRO COUTINHO;PSD;PSB / PSD / SOLIDARIEDADE / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Eleito;11;NORDESTE;11051
AP;ITAUBAL;Prefeito;15;WALTERLISON DA SILVA COSTA;MDB;MDB / PSD;Não eleito;11;NORTE;2990
MA;SUCUPIRA DO RIACHÃO;Prefeito;44;WALTERLINS RODRIGUES DE AZEVEDO;UNIÃO;UNIÃO;Eleito;11;NORDESTE;2233
PR;PORECATU;Prefeito;22;WALTER TENAN;PL;PL;Não eleito;11;SUL;1601
MS;CHAPADÃO DO SUL;Prefeito;11;WALTER SCHLATTER;PP;PP / PL / REPUBLICANOS;Eleito;11;CENTRO-OESTE;10557
GO;LUZIÂNIA;Prefeito;22;WALTER RORIZ DE QUEIROZ;PL;PL;Não eleito;11;CENTRO-OESTE;12863
SP;QUEIROZ;Prefeito;55;WALTER RODRIGO DA SILVA;PSD;UNIÃO / PSD;Eleito;11;SUDESTE;2135
PI;MIGUEL LEÃO;Prefeito;55;WALTER RIBEIRO ALENCAR;PSD;MDB / PSD / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;NORDESTE;793
RS;CACEQUI;Prefeito;22;WALTER NEI DA LUZ GOMES;PL;PL;Não eleito;11;SUL;1626
BA;CORRENTINA;Prefeito;44;WALTER MARIANO MESSIAS DE SOUZA;UNIÃO;PP / PL / PRD / DC / UNIÃO;Eleito;11;NORDESTE;12697
GO;CAMPOS BELOS;Prefeito;22;WALTER MAGALHÃES SOBRINHO;PL;PL / PRD / PRTB / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Não eleito;11;CENTRO-OESTE;3754
PR;TERRA RICA;Prefeito;15;WALTER LUIZ MIQUELAN;MDB;MDB;Não eleito;11;SUL;2597
GO;CAÇU;Prefeito;22;WALTER JÚNIOR MACÊDO;PL;PL / NOVO;Não eleito;11;CENTRO-OESTE;3528
PR;SENGÉS;Prefeito;15;WALTER JULIANO DORIA;MDB;PP / PDT / MDB;Não eleito;11;SUL;3278
MG;SÃO LOURENÇO;Prefeito;55;WALTER JOSÉ LESSA;PSD;PODE / PSB / PL / PP / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / PRD / PSD;Eleito;11;SUDESTE;18345
PA;RIO MARIA;Prefeito;44;WALTER JOSE DA SILVA;UNIÃO;REPUBLICANOS / SOLIDARIEDADE / UNIÃO / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;NORTE;4943
SP;JARDINÓPOLIS;Prefeito;22;WALTER GUSTAVO DA SILVA;PL;PL;Não eleito;11;SUDESTE;6832
ES;MONTANHA;Prefeito;27;WALTER GONÇALVES DE ARAUJO;DC;DC;Não eleito;11;SUDESTE;107
PE;GOIANA;Prefeito;22;WALTER FERNANDO BATISTA DA SILVA;PL;DC / PL;Não eleito;11;NORDESTE;2090
